,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
624,አሳዛኝ,ዜና,ኦሮሚያ,ክልል,ቦረና,ዞን,ድሬ,ወረዳ,ዛሬ,እለት,ገበያ,ሰው,ሰፈረ,ተጓዘ,ነበረ,ህዝብ,መለሰ,መኪና,ገለበጠ,ሰባት,ሰው,ህይወት,አለፈ,ተመካ,አደጋ,ዜጋ,ህይወት,ቀጠፈ
625,ደሳለኝ,ራህመቶ,መሬት,መሬት,ጠቀመ,ምግብ,ዋስትና,ኢትዮጵያ,ርእስ,ፎረም,ተዘጋጀ,ህዝባዊ,ውይይት,መድረክ,ተገኘ,አካፈለ,,,,,,,,,,,,
626,ኢትዮጵያ,ፈጠራ,ባለሙያ,ማህበር,ህጋዊ,ተገኘ,መሰረተ,ማህበር,ታህሳስ,ሲቪል,ማህበር,መዘገበ,ሀገር,ቀፈፈ,ደረጃ,ፈጠራ,ዘርፍ,ቀሰቀሰ,እውቅ,ግኝ*,አወቀ,,,,,,,
627,ውነተኛ,ሀይማኖተኛ,ቀደመ,,,,,,,,,,,,,,,,,,,,,,,,,
628,ዛር,ያዘ,ተሰማ,ተናገረ,ደገመ,ብልጽግና,ፓርቲ,ሰጠ,መብት,,,,,,,,,,,,,,,,,,,
629,ራበ,ቢስ,ወለጋ,ሰላም,ወረደ,አለ,ጸለየ,ሰላም,ሰፈነ,ድርግ,ወለጋ,አመሰ,,,,,,,,,,,,,,,,
630,ኖረ,ከበበ,ነበረ,ሰአት,ደረሰ,ሮጠ,ትምህርት,ፍቅር,ነበረ,,,,,,,,,,,,,,,,,,,
631,ዘመናዊ,ጀመረ,ደገመ,,,,,,,,,,,,,,,,,,,,,,,,,
632,intrj,ካቶሊክ,ጳጳስ,አሜሪካ,ታገሰ,አለ,ህዝብ,አለቀ,ፊት,,,,,,,,,,,,,,,,,,,
633,እምነት,ተቋም,ጥቃት,ውይይት,ተደረገ,,,,,,,,,,,,,,,,,,,,,,,
634,ተመሰገነ,cnj,ባልደራስ,ቀላቀለ,,,,,,,,,,,,,,,,,,,,,,,,
635,ሀገር,ኩባንያ,ብር,ተረፈ,ደስተኛ,cnj,አሁን,ውድ,ጠቀመ,አቅም,ተገነዘበ,ዋጋ,ጫነ,እኔ,ዜጋ,መረጠ,ተገኘ,ድጋሚ,ተናገረ,አለ,,,,,,,,
636,ጠቀለለ,በላ,ሞጣ,ፈጸመ,መስጊድ,ቃጠሎ,ሙስሊም,ንብረት,ወደመ,ተመለከተ,ሙስሊም,ህብረተሰብ,ዛር,ተናገረ,ጠየቀ,ቤተክርስቲያን,ቃጠሎ,መንግስታዊ,አድልዎ,አሁን,,,,,,,,
637,መሰሉ,ዘገነነ,ዘገነነ,ቅጥ,አጣ,ወጣ,ውጥእ,ግለሰብ,ታሪክ,ምሳሌ,ልብስ,ጫማ,ዘነጠ,num,ብር,ውጥእ,ስንት,,,,,,,,,,,
638,ወለጋ,ምእራብ,ኦሮሚያ,አካባቢ,ሰማ,ነፈሰ,ረበሸ,ፈጠረ,ሰላም,ወረደ,,,,,,,,,,,,,,,,,,
639,ምሳሌ,ትእቢት,መጣ,ውርደት,መጣ,cnj,ጥበብ,ተገኘ,,,,,,,,,,,,,,,,,,,,
640,ተንኮል,ጠባብ,መረዘ,ልብ,ጸዳ,ሰገደ,ጥቁር,መርዝ,ልብ,ያዘ,ሰገደ,አፈረ,ቀጠለ,አማራ,ሙስሊም,አማራ,intrj,ቅጥል,አለ,ሊያ,ኩሩ,ነፍጠኛ,,,,,,
641,ፊት,እጅ,አቀፈ,ጌታ,intrj,አንተ,አለ,,,,,,,,,,,,,,,,,,,,,
642,ህዝብ,እብደት,ቅጥል,adv,ምላሽ,cnj,መንግስት,እጅ,ጭራ,ቀጠለ,ጨፈረ,ሙስሊም,አለ,,,,,,,,,,,,,,,
